time,ride_count,avg_ride_duration_min,temperature_2m,relative_humidity_2m,windspeed_10m,precipitation,cloudcover,rain,snowfall,snow_depth,winddirection_10m
2023-05-01 00:00:00,424,12.4311979829496,13.8,98,9.0,0.2,100,0.2,0.0,0.0,88
2023-05-01 01:00:00,186,16.7877047828798,13.7,99,10.7,0.0,100,0.0,0.0,0.0,147
2023-05-01 02:00:00,144,11.7743904557823,13.6,99,22.8,0.3,100,0.3,0.0,0.0,264
2023-05-01 03:00:00,99,9.90998510942761,11.3,85,34.9,0.5,100,0.5,0.0,0.0,295
2023-05-01 04:00:00,196,9.82280428659039,9.4,82,27.7,0.1,97,0.1,0.0,0.0,293
2023-05-01 05:00:00,737,9.11493494408208,8.5,83,21.6,0.0,0,0.0,0.0,0.0,266
2023-05-01 06:00:00,2231,9.72127777760564,7.4,84,25.8,0.0,97,0.0,0.0,0.0,257
2023-05-01 07:00:00,5059,11.8723495455008,8.4,78,25.2,0.0,0,0.0,0.0,0.0,256
2023-05-01 08:00:00,7453,12.4752897696183,10.7,68,22.2,0.0,0,0.0,0.0,0.0,253
2023-05-01 09:00:00,5491,13.9580161840928,12.1,58,23.2,0.0,0,0.0,0.0,0.0,251
2023-05-01 10:00:00,4169,15.3365486679571,13.6,51,20.3,0.0,27,0.0,0.0,0.0,250
2023-05-01 11:00:00,4342,16.063007371077,14.5,45,25.8,0.0,33,0.0,0.0,0.0,240
2023-05-01 12:00:00,4812,16.3532713078125,14.7,44,29.2,0.0,90,0.0,0.0,0.0,237
2023-05-01 13:00:00,5074,18.7364076602883,14.6,44,26.9,0.0,52,0.0,0.0,0.0,231
2023-05-01 14:00:00,5780,15.4721771910962,15.5,40,29.8,0.0,98,0.0,0.0,0.0,228
2023-05-01 15:00:00,6776,15.4162131471747,14.7,41,30.1,0.0,60,0.0,0.0,0.0,221
2023-05-01 16:00:00,7998,16.333780613097,14.7,43,25.2,0.0,18,0.0,0.0,0.0,217
2023-05-01 17:00:00,10515,17.7482935638321,15.4,41,24.3,0.0,3,0.0,0.0,0.0,212
2023-05-01 18:00:00,10142,14.7148700780537,14.9,45,23.6,0.0,66,0.0,0.0,0.0,219
2023-05-01 19:00:00,7509,15.0869885578086,13.4,55,18.8,0.7,25,0.7,0.0,0.0,234
2023-05-01 20:00:00,4831,14.2325475600077,12.5,50,13.4,0.0,60,0.0,0.0,0.0,234
2023-05-01 21:00:00,3328,13.9133461649689,9.9,66,6.3,0.0,100,0.0,0.0,0.0,211
2023-05-01 22:00:00,2481,13.4610200263753,11.6,57,15.8,0.0,85,0.0,0.0,0.0,221
2023-05-01 23:00:00,1602,14.3406737959944,10.0,67,7.1,0.0,95,0.0,0.0,0.0,195
2023-05-02 00:00:00,856,14.7858158899172,10.1,70,10.4,0.0,98,0.0,0.0,0.0,180
2023-05-02 01:00:00,431,12.7057655724396,9.4,79,14.2,0.5,100,0.5,0.0,0.0,216
2023-05-02 02:00:00,263,19.5615436078075,9.3,78,8.3,0.0,100,0.0,0.0,0.0,214
2023-05-02 03:00:00,165,11.0541274167445,8.7,80,8.0,0.0,100,0.0,0.0,0.0,207
2023-05-02 04:00:00,232,18.8119969445492,8.5,84,7.2,0.0,80,0.0,0.0,0.0,180
2023-05-02 05:00:00,887,14.342942530085,8.4,86,9.7,0.0,91,0.0,0.0,0.0,180
2023-05-02 06:00:00,2365,13.1060312145514,8.5,82,15.6,0.3,100,0.3,0.0,0.0,230
2023-05-02 07:00:00,2914,12.0874646386205,8.7,79,14.3,0.0,100,0.0,0.0,0.0,231
2023-05-02 08:00:00,6410,11.5962789784749,8.5,81,16.6,0.0,100,0.0,0.0,0.0,229
2023-05-02 09:00:00,4829,11.4545246400215,9.1,83,10.4,0.4,100,0.4,0.0,0.0,224
2023-05-02 10:00:00,2339,13.1211086412119,9.3,69,15.6,0.1,100,0.1,0.0,0.0,244
2023-05-02 11:00:00,2734,13.8281076519681,9.3,71,17.7,0.1,31,0.1,0.0,0.0,237
2023-05-02 12:00:00,3198,15.0786747565343,11.4,64,17.9,0.0,93,0.0,0.0,0.0,248
2023-05-02 13:00:00,4101,14.8571930603957,12.4,55,22.4,0.0,100,0.0,0.0,0.0,255
2023-05-02 14:00:00,4814,14.1516877155817,12.3,50,22.7,0.0,100,0.0,0.0,0.0,252
2023-05-02 15:00:00,5916,16.6033023576869,13.0,45,24.2,0.0,96,0.0,0.0,0.0,247
2023-05-02 16:00:00,7116,16.6176835769149,13.2,45,25.3,0.1,78,0.1,0.0,0.0,247
2023-05-02 17:00:00,10487,15.826433995254,12.7,48,23.9,0.0,70,0.0,0.0,0.0,249
2023-05-02 18:00:00,10187,14.4585711703151,12.2,50,21.9,0.0,87,0.0,0.0,0.0,256
2023-05-02 19:00:00,7177,13.3803920245471,11.5,54,16.8,0.0,37,0.0,0.0,0.0,260
2023-05-02 20:00:00,4717,13.074577009856,10.6,59,11.7,0.0,17,0.0,0.0,0.0,252
2023-05-02 21:00:00,3224,13.1634741847707,10.6,60,14.1,0.0,95,0.0,0.0,0.0,255
2023-05-02 22:00:00,2668,13.8081077806951,9.8,62,15.4,0.0,97,0.0,0.0,0.0,259
2023-05-02 23:00:00,1597,12.5180691791029,9.4,63,12.1,0.0,100,0.0,0.0,0.0,260
2023-05-03 00:00:00,867,11.5832944326782,8.9,68,10.0,0.0,97,0.0,0.0,0.0,244
2023-05-03 01:00:00,424,13.683333775131,7.7,76,10.3,0.0,99,0.0,0.0,0.0,245
2023-05-03 02:00:00,264,10.3243457836556,7.3,74,11.7,0.0,65,0.0,0.0,0.0,259
2023-05-03 03:00:00,180,10.8258441445578,6.7,76,11.3,0.0,95,0.0,0.0,0.0,279
2023-05-03 04:00:00,223,14.2170725669212,6.6,78,9.4,0.0,64,0.0,0.0,0.0,272
2023-05-03 05:00:00,782,8.95816090187918,5.9,83,9.8,0.0,45,0.0,0.0,0.0,253
2023-05-03 06:00:00,2657,10.1305040534775,5.7,85,8.9,0.0,15,0.0,0.0,0.0,249
2023-05-03 07:00:00,5796,11.4598559283806,6.2,84,11.0,0.0,86,0.0,0.0,0.0,251
2023-05-03 08:00:00,8365,11.9903298752748,8.7,73,9.1,0.0,100,0.0,0.0,0.0,263
2023-05-03 09:00:00,5920,11.8612301726948,9.7,63,8.3,0.0,100,0.0,0.0,0.0,275
2023-05-03 10:00:00,4080,14.1192173490261,10.6,59,10.6,0.1,98,0.1,0.0,0.0,260
2023-05-03 11:00:00,4177,14.9208761615729,10.9,56,11.6,0.0,92,0.0,0.0,0.0,248
2023-05-03 12:00:00,4790,16.7220944840461,11.9,52,10.5,0.0,93,0.0,0.0,0.0,243
2023-05-03 13:00:00,5085,13.1011807715292,12.4,51,11.0,0.0,78,0.0,0.0,0.0,221
2023-05-03 14:00:00,5753,13.2428620488575,12.3,52,12.5,0.1,90,0.1,0.0,0.0,219
2023-05-03 15:00:00,6731,15.0409726143874,12.1,53,12.3,0.0,100,0.0,0.0,0.0,230
2023-05-03 16:00:00,7723,15.7427642051717,12.2,55,9.4,0.0,100,0.0,0.0,0.0,252
2023-05-03 17:00:00,10654,16.8779679166177,11.1,59,11.0,0.0,93,0.0,0.0,0.0,308
2023-05-03 18:00:00,9179,13.1925088243002,10.5,63,11.7,0.1,79,0.1,0.0,0.0,304
2023-05-03 19:00:00,6926,13.226363364162,10.2,64,8.7,0.0,30,0.0,0.0,0.0,322
2023-05-03 20:00:00,4366,13.7813130902209,9.6,75,5.2,0.0,29,0.0,0.0,0.0,236
2023-05-03 21:00:00,2629,11.6171598120312,9.0,81,4.7,0.0,100,0.0,0.0,0.0,247
2023-05-03 22:00:00,2278,12.4638097000159,8.7,80,6.4,0.0,100,0.0,0.0,0.0,297
2023-05-03 23:00:00,1610,17.0223870714265,7.9,83,7.9,0.0,99,0.0,0.0,0.0,336
2023-05-04 00:00:00,874,11.6787327995818,7.5,88,7.6,0.0,91,0.0,0.0,0.0,341
2023-05-04 01:00:00,462,11.3314063081989,7.2,92,9.5,0.0,79,0.0,0.0,0.0,331
2023-05-04 02:00:00,266,18.5361817706579,6.8,93,10.5,0.0,30,0.0,0.0,0.0,333
2023-05-04 03:00:00,177,10.3112797388511,6.4,94,12.4,0.0,83,0.0,0.0,0.0,338
2023-05-04 04:00:00,200,13.9412446484452,6.2,95,13.6,0.0,100,0.0,0.0,0.0,338
2023-05-04 05:00:00,744,9.46198302515756,6.4,96,13.9,0.0,100,0.0,0.0,0.0,350
2023-05-04 06:00:00,1940,9.91768942211885,7.7,90,14.5,0.0,100,0.0,0.0,0.0,6
2023-05-04 07:00:00,3876,10.4896309224463,8.3,87,14.8,0.3,92,0.3,0.0,0.0,14
2023-05-04 08:00:00,6377,10.9472063461654,8.6,88,11.3,0.0,100,0.0,0.0,0.0,22
2023-05-04 09:00:00,5176,11.0618445951501,9.5,85,10.8,0.1,53,0.1,0.0,0.0,37
2023-05-04 10:00:00,3545,11.7580268500625,11.1,76,12.5,0.0,99,0.0,0.0,0.0,46
2023-05-04 11:00:00,2505,11.7945586039541,11.6,70,11.1,0.0,73,0.0,0.0,0.0,36
2023-05-04 12:00:00,3474,12.2995797344828,12.3,67,9.3,0.0,100,0.0,0.0,0.0,16
2023-05-04 13:00:00,4312,14.616283342414,13.0,63,9.5,0.0,100,0.0,0.0,0.0,9
2023-05-04 14:00:00,5557,14.2296428392738,13.3,60,9.8,0.0,30,0.0,0.0,0.0,17
2023-05-04 15:00:00,5886,13.4262739267154,13.7,56,8.4,0.1,62,0.1,0.0,0.0,25
2023-05-04 16:00:00,6671,13.5064642160056,14.2,53,8.2,0.1,58,0.1,0.0,0.0,15
2023-05-04 17:00:00,9959,15.0789259134337,13.7,55,5.8,0.1,48,0.1,0.0,0.0,360
2023-05-04 18:00:00,9919,13.4987791242985,13.0,61,9.5,0.1,79,0.1,0.0,0.0,143
2023-05-04 19:00:00,7125,13.3191653103161,10.9,79,6.6,0.2,89,0.2,0.0,0.0,151
2023-05-04 20:00:00,4851,12.3990699570228,10.4,86,7.8,0.1,73,0.1,0.0,0.0,236
2023-05-04 21:00:00,3664,12.7320253750303,9.9,91,4.6,0.0,100,0.0,0.0,0.0,252
2023-05-04 22:00:00,2669,12.4584610532288,10.2,89,6.5,0.3,100,0.3,0.0,0.0,264
2023-05-04 23:00:00,1640,13.8478677897198,10.0,93,8.7,0.2,100,0.2,0.0,0.0,253
2023-05-05 00:00:00,1133,13.542919147783,9.8,92,7.3,0.1,92,0.1,0.0,0.0,281
2023-05-05 01:00:00,707,14.8075351800654,9.5,93,5.8,0.0,25,0.0,0.0,0.0,277
2023-05-05 02:00:00,391,15.3391071435294,8.1,95,6.4,0.0,8,0.0,0.0,0.0,286
2023-05-05 03:00:00,278,18.5775560801698,7.7,96,6.2,0.0,2,0.0,0.0,0.0,324
2023-05-05 04:00:00,257,11.4584603378685,7.2,94,6.8,0.0,14,0.0,0.0,0.0,342
2023-05-05 05:00:00,780,9.35341932866285,7.1,94,8.0,0.0,27,0.0,0.0,0.0,355
2023-05-05 06:00:00,2183,10.892382466255,7.0,95,9.9,0.0,25,0.0,0.0,0.0,10
2023-05-05 07:00:00,5041,10.8591242849191,7.7,92,11.1,0.0,0,0.0,0.0,0.0,25
2023-05-05 08:00:00,6890,11.8073832411705,9.8,88,6.5,0.0,0,0.0,0.0,0.0,19
2023-05-05 09:00:00,5504,13.1232044516401,11.7,79,4.1,0.0,0,0.0,0.0,0.0,15
2023-05-05 10:00:00,4591,15.1035654836527,13.2,64,5.5,0.0,16,0.0,0.0,0.0,11
2023-05-05 11:00:00,5031,19.9478630409637,14.4,55,6.1,0.0,42,0.0,0.0,0.0,360
2023-05-05 12:00:00,6028,18.7249289691257,15.1,51,6.3,0.0,45,0.0,0.0,0.0,347
2023-05-05 13:00:00,6408,19.0465601879261,15.6,48,7.1,0.1,52,0.1,0.0,0.0,336
2023-05-05 14:00:00,7205,15.7300402398725,15.8,51,6.5,0.0,46,0.0,0.0,0.0,341
2023-05-05 15:00:00,8082,15.5618370024473,16.6,51,4.3,0.0,21,0.0,0.0,0.0,318
2023-05-05 16:00:00,8955,14.5393608557086,17.0,49,5.4,0.0,44,0.0,0.0,0.0,318
2023-05-05 17:00:00,10779,15.2719665321598,16.5,49,8.7,0.0,54,0.0,0.0,0.0,52
2023-05-05 18:00:00,9675,16.190653183399,13.0,69,8.9,0.1,84,0.1,0.0,0.0,111
2023-05-05 19:00:00,7174,15.2182869360832,12.3,76,12.6,0.0,72,0.0,0.0,0.0,193
2023-05-05 20:00:00,4994,15.8155191676646,11.1,83,10.5,0.0,2,0.0,0.0,0.0,174
2023-05-05 21:00:00,3644,16.3990756312855,10.6,89,6.2,0.0,10,0.0,0.0,0.0,187
2023-05-05 22:00:00,3153,16.685555673878,9.1,93,8.9,0.0,0,0.0,0.0,0.0,207
2023-05-05 23:00:00,2949,14.9359008953725,9.1,93,6.0,0.0,0,0.0,0.0,0.0,253
2023-05-06 00:00:00,2070,20.0302984645068,9.2,93,7.6,0.0,0,0.0,0.0,0.0,267
2023-05-06 01:00:00,1600,18.947667288422,8.3,94,6.1,0.0,0,0.0,0.0,0.0,270
2023-05-06 02:00:00,1067,20.5748642321025,7.8,94,6.5,0.0,0,0.0,0.0,0.0,289
2023-05-06 03:00:00,601,21.3718313059964,7.3,95,6.1,0.0,0,0.0,0.0,0.0,310
2023-05-06 04:00:00,458,17.4446570317206,7.1,94,6.1,0.0,0,0.0,0.0,0.0,320
2023-05-06 05:00:00,426,14.3837979534306,7.0,93,6.1,0.0,0,0.0,0.0,0.0,310
2023-05-06 06:00:00,804,12.4606993648655,6.9,92,6.5,0.0,0,0.0,0.0,0.0,304
2023-05-06 07:00:00,1632,14.7575466825132,8.2,90,10.0,0.0,0,0.0,0.0,0.0,308
2023-05-06 08:00:00,3038,13.4878619969137,10.7,81,9.5,0.0,0,0.0,0.0,0.0,323
2023-05-06 09:00:00,4844,15.9484588071897,13.8,70,8.3,0.0,0,0.0,0.0,0.0,326
2023-05-06 10:00:00,6357,17.5147719618609,16.3,58,7.6,0.0,0,0.0,0.0,0.0,335
2023-05-06 11:00:00,8117,20.4894565740313,17.8,49,7.5,0.0,0,0.0,0.0,0.0,325
2023-05-06 12:00:00,9377,21.2979704575301,19.2,44,10.6,0.0,56,0.0,0.0,0.0,325
2023-05-06 13:00:00,9973,26.4080355113833,20.1,40,12.8,0.0,77,0.0,0.0,0.0,322
2023-05-06 14:00:00,10526,23.2398120848575,20.4,37,15.1,0.0,100,0.0,0.0,0.0,322
2023-05-06 15:00:00,10429,23.691682350622,19.8,39,16.3,0.0,100,0.0,0.0,0.0,319
2023-05-06 16:00:00,9697,21.7265990348548,20.2,37,12.4,0.0,61,0.0,0.0,0.0,324
2023-05-06 17:00:00,9380,19.6590017631464,20.8,34,13.0,0.0,99,0.0,0.0,0.0,318
2023-05-06 18:00:00,9108,23.6667079203792,19.7,46,8.2,0.0,93,0.0,0.0,0.0,311
2023-05-06 19:00:00,7829,21.6514960206798,18.5,54,7.4,0.0,99,0.0,0.0,0.0,299
2023-05-06 20:00:00,5459,20.1064435505168,16.5,52,6.4,0.0,73,0.0,0.0,0.0,218
2023-05-06 21:00:00,3909,17.9523347077659,15.5,53,8.0,0.0,17,0.0,0.0,0.0,275
2023-05-06 22:00:00,3430,17.6251543904578,13.4,61,8.0,0.0,25,0.0,0.0,0.0,324
2023-05-06 23:00:00,3211,26.0834518206172,13.0,60,10.2,0.0,21,0.0,0.0,0.0,328
2023-05-07 00:00:00,2428,20.3195545159461,12.8,59,13.4,0.0,0,0.0,0.0,0.0,324
2023-05-07 01:00:00,1591,17.3260026507121,11.9,64,10.0,0.0,4,0.0,0.0,0.0,330
2023-05-07 02:00:00,1098,17.6732453184073,11.1,68,11.5,0.0,12,0.0,0.0,0.0,319
2023-05-07 03:00:00,673,18.1587677130287,10.6,70,11.0,0.0,0,0.0,0.0,0.0,319
2023-05-07 04:00:00,396,17.7591549624674,10.1,72,10.2,0.0,3,0.0,0.0,0.0,312
2023-05-07 05:00:00,367,18.5806814776163,9.7,71,11.0,0.0,18,0.0,0.0,0.0,311
2023-05-07 06:00:00,767,17.5554611685429,9.4,70,11.2,0.0,91,0.0,0.0,0.0,315
2023-05-07 07:00:00,1410,19.3621390230904,10.5,70,11.5,0.0,0,0.0,0.0,0.0,311
2023-05-07 08:00:00,2475,19.9266159979711,13.0,63,9.4,0.0,0,0.0,0.0,0.0,320
2023-05-07 09:00:00,4106,20.710064738179,15.9,58,8.2,0.0,0,0.0,0.0,0.0,308
2023-05-07 10:00:00,6171,20.2899986561543,18.6,47,7.2,0.0,5,0.0,0.0,0.0,307
2023-05-07 11:00:00,7886,23.6043365846223,20.2,39,7.5,0.0,17,0.0,0.0,0.0,287
2023-05-07 12:00:00,9156,24.0148558056403,21.3,35,9.4,0.0,100,0.0,0.0,0.0,288
2023-05-07 13:00:00,9839,21.742654713544,22.3,34,11.8,0.0,100,0.0,0.0,0.0,282
2023-05-07 14:00:00,10369,24.8090664450773,23.1,35,11.3,0.0,99,0.0,0.0,0.0,261
2023-05-07 15:00:00,10218,24.5981373538096,24.0,34,12.5,0.0,100,0.0,0.0,0.0,226
2023-05-07 16:00:00,9804,23.431808634721,21.5,49,19.9,0.0,100,0.0,0.0,0.0,176
2023-05-07 17:00:00,9384,23.8122563450371,19.3,64,19.3,0.0,100,0.0,0.0,0.0,159
2023-05-07 18:00:00,8361,25.9340250539283,18.1,72,14.5,0.0,100,0.0,0.0,0.0,150
2023-05-07 19:00:00,6440,20.2614407984345,16.5,79,11.2,0.0,100,0.0,0.0,0.0,159
2023-05-07 20:00:00,4308,17.2316058144792,19.1,55,12.7,0.0,100,0.0,0.0,0.0,241
2023-05-07 21:00:00,2472,16.3139619484214,19.0,55,11.5,0.0,100,0.0,0.0,0.0,270
2023-05-07 22:00:00,1935,17.9388584729206,17.6,68,10.9,0.4,99,0.4,0.0,0.0,262
2023-05-07 23:00:00,1361,16.1076027709912,16.1,78,5.9,0.0,97,0.0,0.0,0.0,259
2023-05-08 00:00:00,729,14.2811902829493,15.4,83,8.9,0.2,100,0.2,0.0,0.0,320
2023-05-08 01:00:00,430,16.8002440819858,14.8,88,9.5,0.0,100,0.0,0.0,0.0,349
2023-05-08 02:00:00,262,21.0464381368446,14.4,87,10.0,0.1,81,0.1,0.0,0.0,334
2023-05-08 03:00:00,204,16.0264081643476,13.8,88,9.4,0.0,82,0.0,0.0,0.0,320
2023-05-08 04:00:00,224,11.5459263777066,13.5,89,11.5,0.0,100,0.0,0.0,0.0,328
2023-05-08 05:00:00,835,13.7330770058606,13.5,89,12.1,0.0,54,0.0,0.0,0.0,333
2023-05-08 06:00:00,2450,12.6317360381108,12.5,93,9.3,0.0,24,0.0,0.0,0.0,324
2023-05-08 07:00:00,5453,12.8045487585434,13.1,91,11.6,0.0,3,0.0,0.0,0.0,324
2023-05-08 08:00:00,7786,12.7317360845722,15.3,87,8.7,0.0,0,0.0,0.0,0.0,318
2023-05-08 09:00:00,5549,15.6608941336548,17.2,76,12.0,0.0,8,0.0,0.0,0.0,319
2023-05-08 10:00:00,4178,16.8003111776337,18.8,63,13.5,0.0,0,0.0,0.0,0.0,326
2023-05-08 11:00:00,4517,16.5329445747233,20.4,51,13.2,0.0,0,0.0,0.0,0.0,331
2023-05-08 12:00:00,5355,20.0270522391796,21.6,45,13.4,0.0,0,0.0,0.0,0.0,324
2023-05-08 13:00:00,5674,15.5462336638724,22.7,41,17.8,0.0,100,0.0,0.0,0.0,315
2023-05-08 14:00:00,6796,16.1570836280707,22.7,40,18.9,0.0,99,0.0,0.0,0.0,310
2023-05-08 15:00:00,7747,15.9030965944765,23.3,38,19.9,0.0,98,0.0,0.0,0.0,312
2023-05-08 16:00:00,8942,16.2346927833524,23.5,36,19.8,0.0,4,0.0,0.0,0.0,303
2023-05-08 17:00:00,12076,18.1311783172283,23.5,35,19.2,0.0,27,0.0,0.0,0.0,310
2023-05-08 18:00:00,11684,16.7378844008288,22.4,40,17.3,0.0,0,0.0,0.0,0.0,318
2023-05-08 19:00:00,9000,15.3315267864003,20.7,46,12.9,0.0,52,0.0,0.0,0.0,324
2023-05-08 20:00:00,5903,15.2758686793176,18.5,54,12.1,0.0,96,0.0,0.0,0.0,343
2023-05-08 21:00:00,3979,15.1865001296145,17.6,53,13.8,0.0,100,0.0,0.0,0.0,327
2023-05-08 22:00:00,3126,14.6638583002534,16.4,55,14.6,0.0,99,0.0,0.0,0.0,320
2023-05-08 23:00:00,1775,14.0392933351436,15.2,55,13.7,0.0,100,0.0,0.0,0.0,337
2023-05-09 00:00:00,1039,15.262247145457,14.2,54,14.1,0.0,77,0.0,0.0,0.0,347
2023-05-09 01:00:00,556,12.5854768253231,12.8,53,13.6,0.0,30,0.0,0.0,0.0,349
2023-05-09 02:00:00,289,15.5708440236052,11.6,54,12.6,0.0,46,0.0,0.0,0.0,357
2023-05-09 03:00:00,176,11.7619505661719,11.0,55,11.5,0.0,10,0.0,0.0,0.0,360
2023-05-09 04:00:00,239,14.6198647717653,10.6,58,10.4,0.0,70,0.0,0.0,0.0,2
2023-05-09 05:00:00,966,10.1629252580429,10.6,58,12.6,0.0,88,0.0,0.0,0.0,5
2023-05-09 06:00:00,2961,10.3921685884084,10.2,62,12.1,0.0,75,0.0,0.0,0.0,12
2023-05-09 07:00:00,6253,11.3434595624765,10.9,65,11.4,0.0,97,0.0,0.0,0.0,18
2023-05-09 08:00:00,8898,11.8722233623291,13.4,59,9.8,0.0,100,0.0,0.0,0.0,8
2023-05-09 09:00:00,6266,12.4431797443186,15.1,49,9.4,0.0,59,0.0,0.0,0.0,23
2023-05-09 10:00:00,4336,13.9677645579024,16.2,41,7.9,0.0,100,0.0,0.0,0.0,30
2023-05-09 11:00:00,4507,14.6058292474322,17.1,38,6.9,0.0,73,0.0,0.0,0.0,39
2023-05-09 12:00:00,5184,14.9750807130068,18.0,37,3.9,0.0,99,0.0,0.0,0.0,34
2023-05-09 13:00:00,5433,17.3600318368142,19.0,34,4.0,0.0,100,0.0,0.0,0.0,350
2023-05-09 14:00:00,6516,15.0573064414793,19.6,31,8.0,0.0,100,0.0,0.0,0.0,355
2023-05-09 15:00:00,7354,15.6443012736999,19.9,31,7.2,0.0,87,0.0,0.0,0.0,18
2023-05-09 16:00:00,8520,14.799767626024,19.5,33,7.8,0.0,99,0.0,0.0,0.0,158
2023-05-09 17:00:00,11979,14.3853313487252,16.6,49,20.5,0.0,100,0.0,0.0,0.0,170
2023-05-09 18:00:00,11345,14.8441420189876,14.6,48,17.4,0.0,96,0.0,0.0,0.0,162
2023-05-09 19:00:00,8320,13.8849635318559,14.1,49,12.0,0.0,45,0.0,0.0,0.0,147
2023-05-09 20:00:00,5420,13.6339146336663,12.7,59,7.5,0.0,100,0.0,0.0,0.0,145
2023-05-09 21:00:00,3862,14.395736723164,11.2,74,5.5,0.0,12,0.0,0.0,0.0,148
2023-05-09 22:00:00,2942,16.1895112428257,10.0,84,7.8,0.0,15,0.0,0.0,0.0,158
2023-05-09 23:00:00,1817,17.027961850093,9.6,88,8.0,0.0,31,0.0,0.0,0.0,162
2023-05-10 00:00:00,944,15.0948121788908,10.5,87,7.7,0.0,49,0.0,0.0,0.0,127
2023-05-10 01:00:00,521,12.8141400964022,10.2,85,5.3,0.0,27,0.0,0.0,0.0,152
2023-05-10 02:00:00,258,17.3262520441424,11.3,78,6.5,0.0,1,0.0,0.0,0.0,174
2023-05-10 03:00:00,174,12.2624169479458,10.7,81,4.6,0.0,0,0.0,0.0,0.0,309
2023-05-10 04:00:00,262,12.1701244402819,8.4,91,7.4,0.0,0,0.0,0.0,0.0,309
2023-05-10 05:00:00,959,9.99614424884508,7.0,94,8.8,0.0,0,0.0,0.0,0.0,305
2023-05-10 06:00:00,2801,10.6344645867109,7.0,93,6.6,0.0,0,0.0,0.0,0.0,351
2023-05-10 07:00:00,6318,11.7654213997619,9.3,89,4.8,0.0,0,0.0,0.0,0.0,333
2023-05-10 08:00:00,9002,12.5093733366935,11.2,73,6.7,0.0,0,0.0,0.0,0.0,344
2023-05-10 09:00:00,6417,13.1990267038516,13.5,61,5.8,0.0,0,0.0,0.0,0.0,360
2023-05-10 10:00:00,4645,15.0125716942197,15.4,52,5.1,0.0,0,0.0,0.0,0.0,356
2023-05-10 11:00:00,4796,17.9074582397491,17.0,46,3.8,0.0,0,0.0,0.0,0.0,343
2023-05-10 12:00:00,5387,14.6969081479394,18.4,40,4.8,0.0,0,0.0,0.0,0.0,312
2023-05-10 13:00:00,5913,14.3599952127548,19.6,35,8.0,0.0,0,0.0,0.0,0.0,297
2023-05-10 14:00:00,6838,15.9531914306083,20.5,31,11.4,0.0,0,0.0,0.0,0.0,288
2023-05-10 15:00:00,7766,15.8848168709466,20.9,28,12.5,0.0,0,0.0,0.0,0.0,288
2023-05-10 16:00:00,8993,16.2614448882435,21.2,28,12.3,0.0,0,0.0,0.0,0.0,273
2023-05-10 17:00:00,12816,16.4724039736677,20.0,37,12.2,0.0,0,0.0,0.0,0.0,204
2023-05-10 18:00:00,12600,16.2759629152877,17.5,57,18.4,0.0,0,0.0,0.0,0.0,180
2023-05-10 19:00:00,9225,16.3938376243205,15.7,71,13.0,0.0,0,0.0,0.0,0.0,180
2023-05-10 20:00:00,6097,14.996193544411,15.0,70,9.2,0.0,0,0.0,0.0,0.0,191
2023-05-10 21:00:00,4261,13.8958768570501,14.1,75,8.0,0.0,0,0.0,0.0,0.0,216
2023-05-10 22:00:00,3746,15.5120350470082,15.1,56,11.8,0.0,0,0.0,0.0,0.0,250
2023-05-10 23:00:00,2223,13.781449379314,14.5,48,11.9,0.0,0,0.0,0.0,0.0,272
2023-05-11 00:00:00,1347,14.8381018777545,13.3,57,11.2,0.0,0,0.0,0.0,0.0,266
2023-05-11 01:00:00,649,18.5793836771781,12.1,68,10.1,0.0,0,0.0,0.0,0.0,276
2023-05-11 02:00:00,377,15.8605391189276,11.5,75,10.1,0.0,0,0.0,0.0,0.0,287
2023-05-11 03:00:00,268,18.179420435645,11.5,71,10.2,0.0,0,0.0,0.0,0.0,302
2023-05-11 04:00:00,254,12.3407079268708,11.2,69,9.2,0.0,0,0.0,0.0,0.0,309
2023-05-11 05:00:00,924,9.71605847077303,9.5,78,9.1,0.0,0,0.0,0.0,0.0,326
2023-05-11 06:00:00,2767,10.3639347639299,9.0,81,5.6,0.0,0,0.0,0.0,0.0,230
2023-05-11 07:00:00,6040,11.2312632701878,11.7,75,8.9,0.0,0,0.0,0.0,0.0,243
2023-05-11 08:00:00,8817,12.6860486067019,14.4,62,4.7,0.0,0,0.0,0.0,0.0,270
2023-05-11 09:00:00,6669,12.9682130270972,17.1,57,5.1,0.0,4,0.0,0.0,0.0,266
2023-05-11 10:00:00,5041,15.9167633858226,20.1,51,6.4,0.0,0,0.0,0.0,0.0,286
2023-05-11 11:00:00,5132,19.0457328413104,22.2,36,10.7,0.0,0,0.0,0.0,0.0,310
2023-05-11 12:00:00,5741,17.3523177650797,23.2,34,10.5,0.0,24,0.0,0.0,0.0,292
2023-05-11 13:00:00,6156,16.6284985868581,24.1,34,12.6,0.0,33,0.0,0.0,0.0,270
2023-05-11 14:00:00,7040,16.471575756878,24.9,33,12.1,0.0,38,0.0,0.0,0.0,260
2023-05-11 15:00:00,8179,17.0122236444148,25.4,32,11.0,0.0,86,0.0,0.0,0.0,232
2023-05-11 16:00:00,9592,16.9905768847208,22.8,49,16.8,0.0,0,0.0,0.0,0.0,171
2023-05-11 17:00:00,12962,17.1532725205281,22.0,54,15.6,0.0,1,0.0,0.0,0.0,157
2023-05-11 18:00:00,12723,16.7256295703278,21.6,59,12.9,0.0,26,0.0,0.0,0.0,153
